x,y
2.0118886870035295,2.046455949699671
2.008452322026613,2.065160076362737
2.0107669592715074,2.1429270072875917
2.011174426506628,2.0982824026523743
2.0085754132819984,2.0640001071922267
2.0097608135569134,2.068757457538122
2.0097996334953256,2.2397212681057876
2.011049234442345,2.281798501048145
2.011844674550788,2.240792769268266
2.010554487713972,2.090045854006074
2.0099781204183786,2.000416110027258
2.0089293502533065,2.220003788890489
2.0084440649530064,2.0989499092619175
2.010652751010319,2.12992555618537
2.009386047440314,2.143326062047601
2.010260141147184,2.015183533135021
2.0088358236050974,2.1112844982344727
2.0094773176116734,2.0333945194485796
2.0088411559876627,2.175328093987379
2.009136004316655,2.1686973226214397
2.0089859182986527,2.1491416617529473
2.0087312313792296,2.216188593306496
2.0108589854214154,2.0474664040141404
2.010189685453467,1.9045202490149995
2.008148998676151,2.3224229309504993
2.0080513158322937,2.069663766091618
2.0090789408451757,2.0963936394356724
2.008565053364677,2.185945716875933
2.0107278171183305,2.1042873874855466
2.009937751522167,2.167384012098843
2.009442419016355,2.1847699054280962
2.0084131181469846,2.0841897652256867
2.0093238877830326,1.8810796935883474
2.0092321358420677,2.066267791243925
2.009123772011738,2.006798625260515
2.0101397195675133,2.1217059037033534
2.010532512691173,2.1210596684075607
2.010564600365308,2.003217416597414
2.0087648494344923,2.257791411283207
2.0076725715345987,2.001683329423151
2.0088892396404177,2.23677642694587
2.0101097506207455,2.301895129858239
2.008984971073307,2.056277597510414
2.008908475665679,1.9155482042547103
2.0110032022805084,2.1806254967398475
2.0107967162268254,2.3373810631365295
2.0093712754647832,2.2586674808328273
2.0098802520832426,2.0900248171364244
2.0089012507552377,2.2599968130582453
2.0087992672171415,2.1237527461064194
2.009101231084481,2.247954422134618
2.009388070756424,2.237236510677767
2.0094638855374027,1.957648015939784
2.0114229358222344,2.2128454787308693
2.013309155679012,2.1486083413492514
2.010037228524269,2.1971939342813656
2.00952674075761,2.154174859431779
2.01007145802974,2.1645026585406995
2.008998468782079,2.1805754692483434
2.0090875813323033,2.130270215706335
2.009832662867633,2.256682123203626
2.009073465517712,1.9815052849000994
2.0094623813359327,2.03612748060271
2.0099148153389503,2.2467313486325575
2.0093173151182215,2.1733212746489023
2.0078574643278286,2.118787700605937
2.0110533730499527,2.0273753289130765
2.0098200995243594,2.0840060883173166
2.0090971979977597,2.1849558710233823
2.0089891955670818,2.0625693012958335
2.011171763334856,2.1259411277705196
2.010317624464551,2.1737999357617515
2.0098749024457234,1.9083182327378836
2.011237548153058,2.3623553925197966
2.01087127316594,2.1476547037968254
2.009440717562446,2.255755204966423
2.0089120408636805,2.0830857146624755
2.0097784894048134,2.2462190042010826
2.0067352886712637,2.1815211753872004
2.010460712935365,2.152363585904571
2.0096315374575617,2.146346180309951
2.008747836571015,2.2726646968907342
2.0090232647174022,2.0546902512284575
2.0095581164660596,2.108369291547592
2.0105562430488377,2.2105298869232826
2.008561124604001,2.0952052355657953
2.0088969137148687,2.1603656156308917
2.008848729427019,2.1038998521627117
2.0100741364523707,1.9160065749487805
2.0093674136408493,2.179458593306496
2.0097853341538836,2.306064549516517
2.009234428404652,2.065384874731465
2.007625151791151,2.101669988929876
2.009400188350395,2.1023953395201294
2.0098668522953838,2.1584639057981923
2.0093758537307873,1.9865404597658198
2.0092265959209743,2.023748248763522
2.0078728624175866,2.0782347279859414
2.008474042894868,2.2604822411029994
2.008358036496996,2.142749343591188
2.030160615319117,5.52052676918511
2.0298031485304135,5.571891705179814
2.0306217135149454,5.592551319430415
2.0303144024001254,5.51818347297053
2.0288326295059966,5.685832879179603
2.0298896652599727,5.585856842309955
2.030618087976669,5.6245033577804495
2.0299202994467103,5.662122839097706
2.0291658509895134,5.697228533142004
2.030086998852255,5.568136023097216
2.030458120943773,5.666336254929283
2.0313123892640346,5.533079868328192
2.029077152613595,5.591925523778099
2.0294748945866825,5.594896454347097
2.0291037941673586,5.447319976249206
2.0296065901162286,5.361606789177428
2.028079705832365,5.700862673484393
2.030599967763342,5.65768484476777
2.0312314426367735,5.390159501216466
2.0303926556026917,5.4214973252404555
2.029373641143554,5.484798843553102
2.0282727313101683,5.596695666955519
2.031919152321148,5.675514312635823
2.029696093638335,5.590289253951854
2.030081870758725,5.445167811243227
2.0304075201137137,5.39013193407247
2.029985287863339,5.797639163048148
2.029611602957571,5.488115038766997
2.0297578730512815,5.484369762160401
2.0298998822066316,5.7155864693810665
2.0284426666005517,5.546689322649782
2.0275199718405923,5.805393902237071
2.02994975111276,5.666704017294294
2.029970824238863,5.549693989802791
2.0278800247100714,5.476716888571988
2.0285587862108354,5.508461829126467
2.0272496927025605,5.674640182307394
2.0296627191865277,5.668368629331438
2.0304367872996063,5.508681159368544
2.0285579762145365,5.5114415336520794
2.031050927768229,5.631833408832376
2.0299973857495437,5.5849145784052485
2.029557560160711,5.5527345517725575
2.0297517145422708,5.605403077109912
2.030999212938995,5.550676137658604
2.029159550004156,5.6220171704643125
2.0297394927910988,5.532046207711178
2.028715864248851,5.6109485433860815
2.0307740518304622,5.766037089671826
2.026871193807535,5.675962250628107
2.029436351564135,5.6340606070141614
2.029744019637903,5.738730280577426
2.029247607131948,5.431569112394797
2.029563169296228,5.527446082542738
2.0283687674144075,5.40938960814581
2.028485401727049,5.768811263685856
2.0302466470332083,5.413287899171922
2.0311162178631252,5.50698198499154
2.028747220941472,5.746339681863749
2.0296575820093654,5.777518844146195
2.0296459024483804,5.767315884842546
2.028573054414137,5.671513154431555
2.030002470962278,5.603015363087535
2.0317058371885777,5.634887047872307
2.0279466327875406,5.542753746009023
2.0293924543609236,5.390297388386941
2.0299155789842325,5.595665231013004
2.0289034585280414,5.630220825662742
2.030460961453035,5.555748245565377
2.028884489938796,5.57331536963065
2.028289134108286,5.580656714928056
2.0290779327207806,5.358180642306166
2.029643367615303,5.367196838874708
2.029951210243319,5.5824767461205225
2.0298449540020727,5.490392625274618
2.029908960137248,5.5397788130865875
2.030136396013498,5.723431862399532
2.0296187689694283,5.53177622842945
2.0304639166127694,5.63688009424584
2.0279510566105396,5.740159974628843
2.0303668868865694,5.6887740526835575
2.027859804243964,5.566634601106861
2.0288467879089365,5.530805186504192
2.030863319999055,5.534538790022001
2.028480238144541,5.611896904960604
2.0311134665374215,5.469705441400847
2.0311916763549593,5.59963177916347
2.028762847666002,5.52762630994789
2.02974519213387,5.681493362836059
2.0310034402493917,5.553688329297275
2.0306607424765173,5.42641133387129
2.0288919607786298,5.634129357047376
2.0301550894540408,5.546849661278336
2.028222105950653,5.501007097472328
2.030288581302553,5.453071127680245
2.028014452249786,5.371360421444129
2.028250050497499,5.610187234965443
2.029935400449244,5.5371784094610685
2.028791347064287,5.72782255052941
2.0281255783134564,5.4767080202764244
2.029339737342903,5.625366533023386
2.030464421117576,5.4897074770415895
2.0304636963488862,5.684581943422137
2.0303870366694703,5.563284097458087
2.030427000242061,5.609785991276056
2.0306164108870015,5.5918528773291225
2.029433960709569,5.723826498855909
2.02852442862308,5.75277092036467
2.031564911685982,5.456978034814558
2.0321487079530636,5.491434514399953
2.0297066826110806,5.590763317831411
2.029762909249373,5.576582057257572
